PriorityRank,EmployeeNumber,AttritionPropensity,Flagged,RiskBand,ReplacementLiability,ExpectedLoss,JobRole,Department,OverTime,JobLevel,YearsAtCompany,YearsSinceLastPromotion,StockOptionLevel,ActualOutcome_ValidationOnly
1078,1166,0.1243,0,Low,86168,10714.0,Research Director,Research & Development,No,3,18,2,0,Stayed
1079,171,0.1242,0,Low,86168,10703.0,Research Scientist,Research & Development,No,1,3,1,0,Stayed
1080,1383,0.1236,0,Low,86168,10650.0,Healthcare Representative,Research & Development,No,2,14,4,0,Stayed
1081,823,0.1235,0,Low,86168,10640.0,Manufacturing Director,Research & Development,No,2,9,0,1,Stayed
1082,476,0.1233,0,Low,86168,10625.0,Sales Executive,Sales,No,2,8,7,1,Stayed
1083,1270,0.1227,0,Low,86168,10575.0,Research Scientist,Research & Development,No,1,1,0,1,Stayed
1084,1852,0.1222,0,Low,86168,10533.0,Laboratory Technician,Research & Development,No,1,11,3,0,Stayed
1085,1938,0.1218,0,Low,86168,10496.0,Manager,Sales,Yes,4,1,0,1,Stayed
1086,624,0.1215,0,Low,86168,10466.0,Healthcare Representative,Research & Development,No,3,2,1,0,Stayed
1087,1306,0.1207,0,Low,86168,10403.0,Manager,Research & Development,No,5,0,0,0,Stayed
1088,2061,0.1206,0,Low,86168,10396.0,Laboratory Technician,Research & Development,No,2,5,0,1,Stayed
1089,1903,0.1206,0,Low,86168,10390.0,Healthcare Representative,Research & Development,No,2,2,2,1,Stayed
1090,477,0.1205,0,Low,86168,10381.0,Healthcare Representative,Research & Development,No,2,1,0,0,Stayed
1091,1298,0.1203,0,Low,86168,10364.0,Manufacturing Director,Research & Development,Yes,2,8,1,0,Stayed
1092,924,0.1201,0,Low,86168,10350.0,Healthcare Representative,Research & Development,Yes,2,16,4,1,Stayed
1093,1627,0.1199,0,Low,86168,10335.0,Laboratory Technician,Research & Development,No,2,10,0,1,Stayed
1094,1375,0.1196,0,Low,86168,10305.0,Healthcare Representative,Research & Development,No,2,12,11,3,Stayed
1095,625,0.1195,0,Low,86168,10301.0,Manager,Sales,No,4,18,11,1,Stayed
1096,350,0.1194,0,Low,86168,10289.0,Manufacturing Director,Research & Development,No,2,4,1,2,Stayed
1097,1124,0.1185,0,Low,86168,10215.0,Manager,Sales,No,4,12,4,1,Stayed
1098,192,0.1186,0,Low,86168,10215.0,Research Scientist,Research & Development,No,1,6,0,0,Stayed
1099,1191,0.1184,0,Low,86168,10200.0,Manager,Research & Development,No,5,5,4,1,Stayed
1100,442,0.1182,0,Low,86168,10185.0,Manufacturing Director,Research & Development,No,3,10,8,1,Stayed
1101,2019,0.1181,0,Low,86168,10173.0,Sales Representative,Sales,No,1,9,0,2,Stayed
1102,797,0.118,0,Low,86168,10171.0,Research Scientist,Research & Development,No,1,4,1,0,Stayed
1103,568,0.1178,0,Low,86168,10151.0,Manager,Sales,No,4,1,0,1,Stayed
1104,562,0.1176,0,Low,86168,10137.0,Laboratory Technician,Research & Development,No,1,5,1,1,Stayed
1105,2014,0.1174,0,Low,86168,10119.0,Research Scientist,Research & Development,No,2,7,1,0,Stayed
1106,464,0.117,0,Low,86168,10084.0,Manufacturing Director,Research & Development,No,3,16,0,0,Stayed
1107,2007,0.117,0,Low,86168,10078.0,Research Scientist,Research & Development,No,1,3,1,0,Stayed
1108,579,0.116,0,Low,86168,9997.0,Research Scientist,Research & Development,No,1,7,5,1,Stayed
1109,1582,0.1137,0,Low,86168,9800.0,Sales Executive,Sales,No,2,9,7,1,Stayed
1110,1775,0.1132,0,Low,86168,9755.0,Manufacturing Director,Research & Development,Yes,4,3,0,3,Stayed
1111,1071,0.1132,0,Low,86168,9752.0,Research Scientist,Research & Development,No,1,5,0,1,Stayed
1112,1485,0.113,0,Low,86168,9738.0,Research Director,Research & Development,No,4,14,6,2,Stayed
1113,1478,0.1123,0,Low,86168,9679.0,Sales Executive,Sales,No,2,13,3,0,Stayed
1114,1346,0.1114,0,Low,86168,9602.0,Research Scientist,Research & Development,No,2,9,8,0,Stayed
1115,1231,0.1102,0,Low,86168,9495.0,Human Resources,Human Resources,No,2,4,0,1,Stayed
1116,2062,0.1098,0,Low,86168,9465.0,Healthcare Representative,Research & Development,No,3,7,1,1,Stayed
1117,1989,0.1092,0,Low,86168,9411.0,Laboratory Technician,Research & Development,No,1,12,1,0,Stayed
1118,63,0.1087,0,Low,86168,9369.0,Laboratory Technician,Research & Development,No,1,1,0,0,Stayed
1119,487,0.1077,0,Low,86168,9276.0,Manufacturing Director,Research & Development,No,2,1,0,0,Stayed
1120,1651,0.1075,0,Low,86168,9260.0,Healthcare Representative,Research & Development,No,3,3,0,2,Stayed
1121,1120,0.1072,0,Low,86168,9240.0,Research Scientist,Research & Development,No,1,7,1,1,Stayed
1122,1218,0.1059,0,Low,86168,9124.0,Sales Executive,Sales,Yes,2,7,1,3,Stayed
1123,733,0.1058,0,Low,86168,9120.0,Manufacturing Director,Research & Development,No,3,9,1,2,Stayed
1124,1993,0.1057,0,Low,86168,9112.0,Healthcare Representative,Research & Development,No,3,17,12,0,Stayed
1125,1803,0.1055,0,Low,86168,9088.0,Healthcare Representative,Research & Development,No,2,0,0,2,Stayed
1126,479,0.1054,0,Low,86168,9079.0,Sales Executive,Sales,No,2,1,0,0,Stayed
1127,1085,0.1049,0,Low,86168,9043.0,Research Scientist,Research & Development,No,1,10,0,0,Stayed
1128,715,0.1036,0,Low,86168,8924.0,Research Scientist,Research & Development,No,1,1,0,0,Stayed
1129,287,0.1028,0,Low,86168,8859.0,Healthcare Representative,Research & Development,No,2,3,0,1,Stayed
1130,1778,0.1026,0,Low,86168,8839.0,Human Resources,Human Resources,No,1,9,1,0,Stayed
1131,381,0.102,0,Low,86168,8790.0,Manager,Research & Development,No,3,7,6,1,Stayed
1132,346,0.1019,0,Low,86168,8776.0,Research Scientist,Research & Development,No,1,6,1,0,Stayed
1133,1224,0.1018,0,Low,86168,8770.0,Laboratory Technician,Research & Development,No,2,10,8,3,Stayed
1134,1544,0.1011,0,Low,86168,8713.0,Healthcare Representative,Research & Development,No,2,7,0,1,Stayed
1135,659,0.1005,0,Low,86168,8663.0,Healthcare Representative,Research & Development,No,2,10,2,2,Stayed
1136,468,0.0998,0,Low,86168,8599.0,Research Director,Research & Development,No,4,1,0,0,Stayed
1137,153,0.0997,0,Low,86168,8595.0,Manager,Research & Development,No,3,11,5,0,Stayed
1138,239,0.0996,0,Low,86168,8585.0,Laboratory Technician,Research & Development,No,2,12,6,2,Stayed
1139,162,0.0995,0,Low,86168,8573.0,Research Director,Research & Development,No,5,20,15,0,Stayed
1140,13,0.0994,0,Low,86168,8564.0,Healthcare Representative,Research & Development,No,2,7,7,2,Stayed
1141,942,0.0994,0,Low,86168,8561.0,Healthcare Representative,Research & Development,Yes,2,10,0,1,Stayed
1142,2036,0.099,0,Low,86168,8532.0,Sales Executive,Sales,No,2,15,11,1,Stayed
1143,923,0.0987,0,Low,86168,8504.0,Research Scientist,Research & Development,No,1,1,0,0,Left
1144,1025,0.0987,0,Low,86168,8501.0,Manufacturing Director,Research & Development,No,2,2,2,0,Stayed
1145,250,0.0984,0,Low,86168,8479.0,Manufacturing Director,Research & Development,No,2,4,1,2,Stayed
1146,1812,0.0973,0,Low,86168,8381.0,Sales Executive,Sales,No,2,2,2,1,Stayed
1147,1911,0.0972,0,Low,86168,8379.0,Research Director,Research & Development,No,3,13,5,1,Stayed
1148,826,0.0969,0,Low,86168,8351.0,Research Scientist,Research & Development,No,1,2,2,0,Stayed
1149,2052,0.0957,0,Low,86168,8243.0,Research Scientist,Research & Development,No,1,4,1,1,Stayed
1150,972,0.0949,0,Low,86168,8180.0,Laboratory Technician,Research & Development,No,2,9,0,0,Stayed
1151,1631,0.0946,0,Low,86168,8152.0,Manufacturing Director,Research & Development,No,2,4,0,3,Stayed
1152,1038,0.0944,0,Low,86168,8135.0,Manager,Sales,No,5,32,6,1,Left
1153,1951,0.0936,0,Low,86168,8067.0,Sales Executive,Sales,No,3,8,1,1,Stayed
1154,456,0.0935,0,Low,86168,8061.0,Sales Executive,Sales,No,2,10,1,3,Stayed
1155,1661,0.0933,0,Low,86168,8036.0,Healthcare Representative,Research & Development,Yes,4,15,2,1,Stayed
1156,303,0.0932,0,Low,86168,8030.0,Sales Executive,Sales,No,2,6,0,1,Stayed
1157,1527,0.0931,0,Low,86168,8023.0,Manager,Sales,No,4,13,5,1,Stayed
1158,1322,0.093,0,Low,86168,8016.0,Manufacturing Director,Research & Development,No,2,8,1,0,Stayed
1159,1824,0.0928,0,Low,86168,7998.0,Manager,Sales,No,4,16,14,1,Stayed
1160,787,0.0928,0,Low,86168,7992.0,Manager,Research & Development,Yes,5,5,1,1,Left
1161,1474,0.0924,0,Low,86168,7958.0,Research Scientist,Research & Development,No,1,3,1,1,Stayed
1162,1446,0.092,0,Low,86168,7926.0,Sales Executive,Sales,No,2,4,0,1,Stayed
1163,1757,0.0919,0,Low,86168,7919.0,Sales Executive,Sales,No,2,5,0,0,Stayed
1164,260,0.0918,0,Low,86168,7908.0,Research Scientist,Research & Development,No,1,7,0,0,Stayed
1165,160,0.0915,0,Low,86168,7885.0,Sales Executive,Sales,No,2,7,0,1,Stayed
1166,992,0.0908,0,Low,86168,7828.0,Manager,Sales,No,4,10,6,0,Stayed
1167,1596,0.0908,0,Low,86168,7827.0,Laboratory Technician,Research & Development,No,2,10,6,2,Stayed
1168,742,0.0907,0,Low,86168,7815.0,Research Director,Research & Development,No,3,8,0,1,Stayed
1169,107,0.0907,0,Low,86168,7813.0,Research Scientist,Research & Development,Yes,2,13,1,3,Stayed
1170,722,0.0906,0,Low,86168,7804.0,Sales Executive,Sales,No,2,10,0,0,Stayed
1171,293,0.09,0,Low,86168,7754.0,Sales Executive,Sales,No,2,7,0,0,Stayed
1172,1099,0.0896,0,Low,86168,7721.0,Healthcare Representative,Research & Development,No,3,3,1,1,Stayed
1173,420,0.0894,0,Low,86168,7706.0,Sales Executive,Sales,No,2,13,4,1,Stayed
1174,1800,0.0893,0,Low,86168,7698.0,Research Director,Research & Development,No,3,4,2,0,Stayed
1175,664,0.0893,0,Low,86168,7693.0,Manager,Research & Development,No,4,3,0,1,Stayed
1176,1523,0.0891,0,Low,86168,7676.0,Research Director,Research & Development,No,4,20,14,1,Stayed
1177,1009,0.0888,0,Low,86168,7649.0,Manufacturing Director,Research & Development,No,2,4,3,2,Stayed
1178,1280,0.0886,0,Low,86168,7632.0,Manager,Sales,No,5,11,0,1,Stayed
1179,1246,0.0884,0,Low,86168,7614.0,Research Scientist,Research & Development,No,1,10,7,1,Stayed
1180,1863,0.0877,0,Low,86168,7557.0,Sales Executive,Sales,No,4,19,2,1,Stayed
1181,655,0.0876,0,Low,86168,7550.0,Research Scientist,Research & Development,No,1,5,0,2,Stayed
1182,621,0.0873,0,Low,86168,7518.0,Sales Executive,Sales,No,2,10,5,0,Stayed
1183,1941,0.0869,0,Low,86168,7487.0,Research Director,Research & Development,No,5,5,4,0,Stayed
1184,138,0.0864,0,Low,86168,7443.0,Research Scientist,Research & Development,No,2,16,2,0,Stayed
1185,945,0.0862,0,Low,86168,7429.0,Research Scientist,Research & Development,No,1,0,0,2,Stayed
1186,1789,0.085,0,Low,86168,7322.0,Research Director,Research & Development,Yes,5,2,2,1,Stayed
1187,1013,0.0849,0,Low,86168,7318.0,Manufacturing Director,Research & Development,No,3,10,0,1,Stayed
1188,1809,0.0838,0,Low,86168,7219.0,Manufacturing Director,Research & Development,No,2,10,0,0,Left
1189,2037,0.0834,0,Low,86168,7186.0,Sales Executive,Sales,No,2,5,0,1,Stayed
1190,909,0.0831,0,Low,86168,7161.0,Human Resources,Human Resources,No,2,5,0,2,Stayed
1191,1177,0.0827,0,Low,86168,7130.0,Laboratory Technician,Research & Development,No,1,8,0,1,Stayed
1192,728,0.0824,0,Low,86168,7104.0,Sales Executive,Sales,No,2,7,1,0,Stayed
1193,1771,0.0822,0,Low,86168,7085.0,Research Scientist,Research & Development,No,2,9,1,2,Stayed
1194,1976,0.0822,0,Low,86168,7079.0,Research Scientist,Research & Development,No,2,20,3,0,Stayed
1195,460,0.082,0,Low,86168,7066.0,Manufacturing Director,Research & Development,No,2,6,0,2,Stayed
1196,1602,0.0816,0,Low,86168,7032.0,Manager,Sales,No,4,26,0,0,Stayed
1197,319,0.0802,0,Low,86168,6912.0,Manager,Research & Development,No,5,22,11,0,Stayed
1198,1192,0.0796,0,Low,86168,6857.0,Laboratory Technician,Research & Development,No,1,10,0,1,Stayed
1199,253,0.0794,0,Low,86168,6840.0,Manager,Research & Development,No,5,20,9,1,Stayed
1200,958,0.0792,0,Low,86168,6821.0,Laboratory Technician,Research & Development,No,1,11,3,0,Stayed
1201,1764,0.0791,0,Low,86168,6820.0,Research Scientist,Research & Development,No,1,7,0,0,Stayed
1202,990,0.0791,0,Low,86168,6812.0,Sales Executive,Sales,No,2,7,0,2,Stayed
1203,1039,0.079,0,Low,86168,6808.0,Sales Executive,Sales,Yes,4,12,11,1,Stayed
1204,947,0.079,0,Low,86168,6807.0,Sales Executive,Sales,No,2,9,0,1,Stayed
1205,419,0.0785,0,Low,86168,6766.0,Laboratory Technician,Research & Development,No,2,9,0,1,Stayed
1206,1196,0.0782,0,Low,86168,6737.0,Manufacturing Director,Research & Development,No,2,14,3,1,Stayed
1207,1267,0.0781,0,Low,86168,6733.0,Manager,Sales,No,5,22,3,1,Stayed
1208,333,0.078,0,Low,86168,6725.0,Sales Executive,Sales,No,2,3,2,0,Stayed
1209,116,0.0778,0,Low,86168,6704.0,Laboratory Technician,Research & Development,No,1,4,0,2,Stayed
1210,1497,0.0775,0,Low,86168,6676.0,Sales Executive,Sales,No,2,10,0,2,Stayed
1211,306,0.0774,0,Low,86168,6671.0,Research Director,Research & Development,Yes,3,10,0,3,Stayed
1212,143,0.0774,0,Low,86168,6667.0,Research Scientist,Research & Development,No,1,2,2,2,Stayed
1213,86,0.0773,0,Low,86168,6665.0,Research Scientist,Research & Development,No,3,1,0,1,Stayed
1214,707,0.0771,0,Low,86168,6644.0,Sales Executive,Sales,No,2,3,1,1,Stayed
1215,671,0.0766,0,Low,86168,6605.0,Manager,Research & Development,Yes,5,2,0,1,Stayed
1216,412,0.0764,0,Low,86168,6585.0,Healthcare Representative,Research & Development,No,2,8,0,0,Stayed
1217,1182,0.076,0,Low,86168,6545.0,Manufacturing Director,Research & Development,No,3,7,6,1,Stayed
1218,1871,0.0759,0,Low,86168,6544.0,Research Scientist,Research & Development,No,2,2,2,3,Stayed
1219,2017,0.0759,0,Low,86168,6540.0,Research Director,Research & Development,Yes,3,16,6,1,Stayed
1220,1578,0.0753,0,Low,86168,6488.0,Manager,Sales,No,5,36,2,1,Stayed
1221,288,0.0752,0,Low,86168,6483.0,Healthcare Representative,Research & Development,No,3,4,0,1,Stayed
1222,1546,0.0732,0,Low,86168,6306.0,Research Scientist,Research & Development,No,1,5,0,1,Stayed
1223,544,0.0725,0,Low,86168,6244.0,Research Scientist,Research & Development,No,1,2,0,2,Stayed
1224,996,0.0722,0,Low,86168,6217.0,Laboratory Technician,Research & Development,No,1,5,0,2,Stayed
1225,1707,0.0721,0,Low,86168,6212.0,Research Scientist,Research & Development,No,1,5,0,1,Stayed
1226,1823,0.0715,0,Low,86168,6161.0,Sales Executive,Sales,No,2,10,4,2,Stayed
1227,1619,0.0715,0,Low,86168,6159.0,Laboratory Technician,Research & Development,No,1,7,0,2,Stayed
1228,1259,0.0714,0,Low,86168,6154.0,Research Scientist,Research & Development,No,1,5,0,3,Stayed
1229,1097,0.0714,0,Low,86168,6153.0,Research Scientist,Research & Development,No,2,8,1,0,Stayed
1230,1238,0.0709,0,Low,86168,6112.0,Research Scientist,Research & Development,No,1,14,4,1,Stayed
1231,1830,0.0706,0,Low,86168,6083.0,Research Scientist,Research & Development,No,2,7,1,1,Stayed
1232,410,0.0705,0,Low,86168,6074.0,Manager,Sales,No,4,22,0,0,Stayed
1233,349,0.0703,0,Low,86168,6055.0,Sales Executive,Sales,No,2,3,0,1,Stayed
1234,574,0.0702,0,Low,86168,6048.0,Manufacturing Director,Research & Development,No,2,5,0,3,Stayed
1235,2016,0.0701,0,Low,86168,6041.0,Sales Executive,Sales,No,3,14,5,2,Stayed
1236,1662,0.0697,0,Low,86168,6008.0,Manufacturing Director,Research & Development,No,2,3,1,0,Stayed
1237,106,0.0696,0,Low,86168,5993.0,Sales Executive,Sales,No,3,1,1,1,Stayed
1238,292,0.0689,0,Low,86168,5934.0,Manufacturing Director,Research & Development,No,3,11,5,0,Stayed
1239,77,0.0688,0,Low,86168,5930.0,Manufacturing Director,Research & Development,No,2,7,0,1,Stayed
1240,786,0.0687,0,Low,86168,5920.0,Sales Executive,Sales,No,2,6,1,0,Stayed
1241,1133,0.0683,0,Low,86168,5884.0,Manufacturing Director,Research & Development,No,2,11,0,0,Stayed
1242,1670,0.0676,0,Low,86168,5825.0,Sales Executive,Sales,No,2,6,0,2,Stayed
1243,421,0.0676,0,Low,86168,5824.0,Research Director,Research & Development,No,3,10,0,1,Stayed
1244,1999,0.0673,0,Low,86168,5800.0,Research Scientist,Research & Development,No,1,5,1,1,Stayed
1245,710,0.0668,0,Low,86168,5756.0,Research Scientist,Research & Development,No,1,10,2,1,Stayed
1246,336,0.0667,0,Low,86168,5751.0,Manager,Research & Development,No,5,24,1,1,Stayed
1247,612,0.0663,0,Low,86168,5712.0,Research Director,Research & Development,No,4,6,0,1,Stayed
1248,532,0.0656,0,Low,86168,5655.0,Sales Executive,Sales,No,4,7,7,3,Stayed
1249,1268,0.0651,0,Low,86168,5612.0,Sales Executive,Sales,Yes,3,9,0,2,Stayed
1250,384,0.065,0,Low,86168,5605.0,Manufacturing Director,Research & Development,No,2,6,1,1,Stayed
1251,1573,0.065,0,Low,86168,5602.0,Manufacturing Director,Research & Development,No,2,5,1,2,Left
1252,1664,0.0649,0,Low,86168,5591.0,Healthcare Representative,Research & Development,No,2,5,0,1,Stayed
1253,631,0.0647,0,Low,86168,5577.0,Sales Executive,Sales,No,2,4,1,0,Left
1254,20,0.0646,0,Low,86168,5564.0,Manufacturing Director,Research & Development,No,3,10,8,1,Stayed
1255,1334,0.0644,0,Low,86168,5547.0,Manager,Research & Development,Yes,4,20,2,0,Stayed
1256,867,0.064,0,Low,86168,5515.0,Manufacturing Director,Research & Development,No,4,9,0,0,Stayed
1257,482,0.064,0,Low,86168,5512.0,Healthcare Representative,Research & Development,No,2,3,1,0,Stayed
1258,1867,0.0636,0,Low,86168,5476.0,Research Director,Research & Development,No,5,22,12,0,Stayed
1259,1697,0.0634,0,Low,86168,5463.0,Healthcare Representative,Research & Development,No,3,1,0,1,Stayed
1260,564,0.0626,0,Low,86168,5392.0,Research Director,Research & Development,No,3,10,0,0,Stayed
1261,465,0.062,0,Low,86168,5346.0,Research Scientist,Research & Development,No,1,4,0,2,Stayed
1262,725,0.062,0,Low,86168,5343.0,Manufacturing Director,Research & Development,No,3,9,0,0,Stayed
1263,256,0.062,0,Low,86168,5342.0,Manufacturing Director,Research & Development,No,2,10,1,0,Stayed
1264,84,0.0618,0,Low,86168,5329.0,Manager,Research & Development,Yes,4,5,0,3,Stayed
1265,1658,0.0609,0,Low,86168,5246.0,Research Scientist,Research & Development,No,2,11,7,1,Stayed
1266,112,0.0606,0,Low,86168,5225.0,Manufacturing Director,Research & Development,No,3,6,0,0,Stayed
1267,520,0.0606,0,Low,86168,5224.0,Research Director,Research & Development,No,4,25,3,1,Stayed
1268,1315,0.0604,0,Low,86168,5206.0,Laboratory Technician,Research & Development,No,2,9,7,3,Stayed
1269,845,0.0604,0,Low,86168,5205.0,Manufacturing Director,Research & Development,No,3,8,1,0,Stayed
1270,807,0.0604,0,Low,86168,5204.0,Healthcare Representative,Research & Development,No,2,8,3,1,Stayed
1271,1007,0.0602,0,Low,86168,5185.0,Manufacturing Director,Research & Development,No,3,8,0,1,Stayed
1272,461,0.0601,0,Low,86168,5176.0,Research Director,Research & Development,Yes,3,11,2,1,Stayed
1273,1018,0.0594,0,Low,86168,5115.0,Manufacturing Director,Research & Development,No,2,8,1,0,Stayed
1274,985,0.0586,0,Low,86168,5052.0,Sales Executive,Sales,No,3,8,0,0,Stayed
1275,380,0.0584,0,Low,86168,5030.0,Research Director,Research & Development,Yes,3,5,0,2,Stayed
1276,1128,0.0583,0,Low,86168,5024.0,Research Director,Research & Development,No,5,20,4,0,Stayed
1277,469,0.0583,0,Low,86168,5021.0,Sales Executive,Sales,No,2,4,0,1,Stayed
1278,1289,0.0581,0,Low,86168,5008.0,Human Resources,Human Resources,No,2,10,1,2,Stayed
1279,769,0.0581,0,Low,86168,5008.0,Laboratory Technician,Research & Development,No,2,2,2,0,Stayed
1280,1947,0.0578,0,Low,86168,4977.0,Research Scientist,Research & Development,No,1,5,1,0,Stayed
1281,1088,0.0576,0,Low,86168,4967.0,Healthcare Representative,Research & Development,No,3,19,1,1,Stayed
1282,307,0.0575,0,Low,86168,4954.0,Sales Executive,Sales,No,3,16,5,2,Stayed
1283,1228,0.0573,0,Low,86168,4941.0,Manufacturing Director,Research & Development,No,2,6,1,1,Stayed
1284,1618,0.0573,0,Low,86168,4940.0,Manufacturing Director,Research & Development,No,2,7,7,3,Stayed
1285,26,0.0572,0,Low,86168,4927.0,Manufacturing Director,Research & Development,No,2,4,1,1,Stayed
1286,1459,0.0571,0,Low,86168,4922.0,Manufacturing Director,Research & Development,No,3,10,4,0,Left
1287,42,0.0571,0,Low,86168,4917.0,Sales Representative,Sales,No,2,1,0,1,Left
1288,1358,0.0567,0,Low,86168,4887.0,Laboratory Technician,Research & Development,No,1,3,1,3,Stayed
1289,177,0.0565,0,Low,86168,4871.0,Human Resources,Human Resources,No,1,8,5,1,Stayed
1290,1727,0.0563,0,Low,86168,4851.0,Healthcare Representative,Research & Development,No,2,10,0,0,Stayed
1291,840,0.056,0,Low,86168,4829.0,Sales Executive,Sales,No,3,9,7,2,Left
1292,1483,0.0558,0,Low,86168,4812.0,Research Scientist,Research & Development,No,2,12,2,1,Stayed
1293,1621,0.0553,0,Low,86168,4762.0,Research Scientist,Research & Development,No,2,16,1,0,Stayed
1294,1295,0.0549,0,Low,86168,4730.0,Healthcare Representative,Research & Development,No,3,10,0,1,Left
1295,2034,0.0547,0,Low,86168,4712.0,Manufacturing Director,Research & Development,No,4,20,0,1,Stayed
1296,1965,0.0547,0,Low,86168,4710.0,Sales Executive,Sales,No,2,7,0,0,Stayed
1297,182,0.0544,0,Low,86168,4689.0,Sales Executive,Sales,No,2,15,5,1,Stayed
1298,395,0.0543,0,Low,86168,4682.0,Research Scientist,Research & Development,No,1,5,0,0,Stayed
1299,1249,0.0542,0,Low,86168,4671.0,Research Scientist,Research & Development,No,1,3,1,3,Stayed
1300,1712,0.0542,0,Low,86168,4671.0,Healthcare Representative,Research & Development,No,3,23,14,1,Stayed
1301,373,0.054,0,Low,86168,4655.0,Laboratory Technician,Research & Development,No,1,15,10,1,Stayed
1302,36,0.0539,0,Low,86168,4645.0,Healthcare Representative,Research & Development,No,3,22,5,1,Stayed
1303,158,0.0531,0,Low,86168,4577.0,Manager,Sales,Yes,4,25,4,2,Stayed
1304,599,0.0531,0,Low,86168,4574.0,Sales Executive,Sales,No,2,14,1,0,Stayed
1305,170,0.053,0,Low,86168,4566.0,Manufacturing Director,Research & Development,No,2,15,5,0,Stayed
1306,1608,0.0523,0,Low,86168,4509.0,Research Director,Research & Development,Yes,5,22,1,1,Stayed
1307,391,0.0523,0,Low,86168,4507.0,Research Scientist,Research & Development,No,1,17,5,0,Stayed
1308,98,0.0521,0,Low,86168,4491.0,Manufacturing Director,Research & Development,No,2,11,1,0,Stayed
1309,259,0.052,0,Low,86168,4480.0,Manager,Research & Development,No,5,33,11,1,Stayed
1310,597,0.0519,0,Low,86168,4468.0,Manager,Sales,No,4,10,7,0,Stayed
1311,653,0.0514,0,Low,86168,4433.0,Sales Executive,Sales,No,2,7,5,2,Stayed
1312,1671,0.0509,0,Low,86168,4384.0,Research Scientist,Research & Development,No,2,9,1,2,Stayed
1313,361,0.0501,0,Low,86168,4321.0,Sales Executive,Sales,No,2,8,7,1,Stayed
1314,1763,0.05,0,Low,86168,4310.0,Healthcare Representative,Research & Development,No,2,7,1,1,Stayed
1315,2025,0.0498,0,Low,86168,4292.0,Manufacturing Director,Research & Development,No,2,4,0,3,Stayed
1316,830,0.0493,0,Low,86168,4252.0,Manufacturing Director,Research & Development,No,2,14,6,1,Stayed
1317,606,0.0485,0,Low,86168,4183.0,Sales Executive,Sales,No,2,8,3,1,Stayed
1318,689,0.048,0,Low,86168,4135.0,Manufacturing Director,Research & Development,No,3,10,7,1,Stayed
1319,683,0.0475,0,Low,86168,4093.0,Research Scientist,Research & Development,No,1,10,8,1,Stayed
1320,1338,0.047,0,Low,86168,4050.0,Manager,Human Resources,No,5,7,7,0,Stayed
1321,96,0.0466,0,Low,86168,4012.0,Research Scientist,Research & Development,No,2,10,0,2,Stayed
1322,1644,0.0464,0,Low,86168,3997.0,Manager,Research & Development,No,4,2,2,1,Stayed
1323,1245,0.0463,0,Low,86168,3990.0,Manufacturing Director,Research & Development,No,3,5,1,1,Stayed
1324,1971,0.0463,0,Low,86168,3987.0,Healthcare Representative,Research & Development,No,3,10,0,1,Stayed
1325,1225,0.0458,0,Low,86168,3945.0,Research Scientist,Research & Development,No,2,20,13,0,Stayed
1326,1288,0.0454,0,Low,86168,3909.0,Manager,Research & Development,No,5,25,14,2,Stayed
1327,2015,0.0449,0,Low,86168,3867.0,Research Director,Research & Development,No,3,18,1,1,Stayed
1328,843,0.0444,0,Low,86168,3827.0,Research Director,Research & Development,No,4,4,1,1,Stayed
1329,500,0.0439,0,Low,86168,3778.0,Sales Executive,Sales,No,2,7,0,1,Stayed
1330,94,0.0433,0,Low,86168,3728.0,Research Scientist,Research & Development,No,1,5,0,1,Stayed
1331,1607,0.0432,0,Low,86168,3720.0,Research Scientist,Research & Development,No,1,3,0,2,Stayed
1332,1096,0.0431,0,Low,86168,3713.0,Manufacturing Director,Research & Development,No,3,3,1,1,Stayed
1333,1805,0.043,0,Low,86168,3702.0,Human Resources,Human Resources,No,1,11,3,3,Stayed
1334,1024,0.0427,0,Low,86168,3680.0,Healthcare Representative,Research & Development,No,3,15,4,0,Stayed
1335,76,0.042,0,Low,86168,3620.0,Laboratory Technician,Research & Development,No,2,7,1,1,Stayed
1336,117,0.042,0,Low,86168,3617.0,Healthcare Representative,Research & Development,No,2,11,10,3,Stayed
1337,1074,0.0417,0,Low,86168,3595.0,Manager,Research & Development,No,4,9,6,0,Stayed
1338,1117,0.0415,0,Low,86168,3575.0,Sales Executive,Sales,No,2,15,4,1,Stayed
1339,1845,0.0406,0,Low,86168,3499.0,Sales Executive,Sales,No,2,8,5,2,Stayed
1340,1696,0.0406,0,Low,86168,3499.0,Laboratory Technician,Research & Development,No,2,15,4,1,Stayed
1341,1940,0.0401,0,Low,86168,3454.0,Research Scientist,Research & Development,No,1,5,0,2,Stayed
1342,1774,0.0399,0,Low,86168,3437.0,Sales Executive,Sales,Yes,2,15,0,1,Stayed
1343,1677,0.0396,0,Low,86168,3413.0,Manager,Research & Development,No,4,8,0,0,Stayed
1344,2035,0.039,0,Low,86168,3359.0,Sales Executive,Sales,No,2,8,1,2,Stayed
1345,692,0.0386,0,Low,86168,3323.0,Healthcare Representative,Research & Development,No,2,13,4,1,Stayed
1346,1422,0.0385,0,Low,86168,3316.0,Research Director,Research & Development,No,4,20,12,0,Stayed
1347,28,0.0379,0,Low,86168,3264.0,Research Director,Research & Development,No,3,12,2,0,Stayed
1348,1799,0.0377,0,Low,86168,3252.0,Research Scientist,Research & Development,No,1,5,0,1,Stayed
